datetime,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3,temperature_2m,relative_humidity_2m,dew_point_2m,precipitation,surface_pressure,wind_speed_10m,wind_direction_10m,shortwave_radiation
20/03/2024 07:00:00,5,1789.09,5.14,36.33,175.95,13.71,133.92,166.7,65.86,26.4,32,8.4,0.0,976.3,5.0,69,837
20/03/2024 08:00:00,5,1321.79,1.84,18.16,220.3,11.21,136.44,162.3,47.12,27.8,28,7.6,0.0,975.5,5.4,70,849
20/03/2024 09:00:00,5,1148.22,0.82,10.97,251.77,10.01,149.6,172.73,41.04,28.7,27,7.9,0.0,974.3,6.2,69,759
20/03/2024 10:00:00,5,807.76,0.51,7.97,214.58,6.62,87.25,103.39,26.09,28.9,26,7.5,0.0,973.2,5.8,86,593
20/03/2024 11:00:00,5,700.95,0.57,10.45,183.11,5.48,54.8,68.5,20.27,28.9,26,7.5,0.0,971.9,7.2,87,431
20/03/2024 12:00:00,4,727.65,0.45,15.59,165.94,5.36,47.54,61.41,20.27,28.0,28,7.8,0.0,972.2,4.7,67,302
20/03/2024 13:00:00,4,1214.98,0.27,44.55,114.44,6.79,59.2,78.13,29.39,26.4,36,10.1,0.0,972.3,4.1,45,50
20/03/2024 14:00:00,5,2082.82,0.02,85.68,52.93,10.01,99.79,131.18,45.6,25.3,42,11.5,0.0,972.4,1.4,360,3
20/03/2024 15:00:00,5,2857.21,0.82,117.9,13.77,12.99,144.74,189.29,61.3,24.7,41,10.6,0.0,972.6,4.0,265,0
20/03/2024 16:00:00,5,3311.16,5.48,126.12,1.88,15.5,175.82,230.03,79.04,22.1,53,12.1,0.0,972.5,3.9,236,0
20/03/2024 17:00:00,5,3685.0,11.51,126.12,0.2,17.4,201.1,263.1,94.23,20.3,64,13.3,0.0,972.6,4.0,243,0
20/03/2024 18:00:00,5,3952.03,16.32,126.12,0.06,18.36,215.12,280.85,100.31,20.0,66,13.4,0.0,972.5,5.2,254,0
20/03/2024 19:00:00,5,3738.4,11.96,124.75,0.28,19.31,200.51,258.21,116.53,19.8,65,13.0,0.0,972.3,4.8,243,0
20/03/2024 20:00:00,5,3337.86,3.44,122.01,2.39,20.74,181.12,230.79,135.78,19.6,65,12.9,0.0,972.2,4.8,243,0
20/03/2024 21:00:00,5,3097.53,0.36,113.79,8.67,21.46,171.86,217.4,151.99,19.3,65,12.6,0.0,971.9,4.2,239,0
20/03/2024 22:00:00,5,2883.91,0.04,101.45,15.38,20.98,162.16,204.5,158.07,18.8,68,12.8,0.0,971.7,4.1,232,0
20/03/2024 23:00:00,5,2456.67,0.0,82.25,23.25,19.07,144.49,183.38,160.1,18.5,69,12.7,0.0,971.2,4.3,246,0
21/03/2024 00:00:00,5,2029.42,0.0,63.06,31.47,17.4,128.22,164.33,164.15,18.3,68,12.3,0.0,971.6,4.7,238,0
21/03/2024 01:00:00,5,1869.2,0.01,54.84,27.54,14.66,120.28,156.09,147.94,17.8,70,12.3,0.0,971.4,4.9,234,0
21/03/2024 02:00:00,5,2136.23,4.02,65.12,5.1,11.8,114.19,152.97,110.45,17.8,71,12.5,0.0,971.3,4.4,235,10
21/03/2024 03:00:00,5,2696.99,24.81,66.49,1.03,9.54,94.52,131.21,70.93,18.8,70,13.2,0.0,972.0,4.0,243,59
21/03/2024 04:00:00,4,2296.45,14.19,65.8,10.37,6.74,53.55,78.24,35.97,20.5,66,14.0,0.0,972.9,2.9,330,138
21/03/2024 05:00:00,3,1468.66,3.07,40.78,48.64,5.01,26.67,41.82,18.75,21.6,60,13.5,0.1,973.9,7.3,349,178
21/03/2024 06:00:00,2,1014.71,1.26,19.71,83.68,3.99,17.08,26.58,13.05,22.3,47,10.4,0.1,973.9,12.7,25,248
21/03/2024 07:00:00,3,540.73,0.36,5.57,123.02,1.86,14.57,20.29,8.04,22.5,45,10.0,0.0,974.1,14.6,33,514
21/03/2024 08:00:00,3,447.27,0.27,4.67,131.61,1.83,18.4,24.96,9.12,22.8,44,9.9,0.0,973.5,14.3,49,530
21/03/2024 09:00:00,3,440.6,0.25,5.31,133.04,2.12,20.9,27.72,10.64,22.9,46,10.7,0.0,972.9,13.6,53,535
21/03/2024 10:00:00,3,453.95,0.31,6.08,131.61,2.41,22.56,29.59,11.78,22.9,46,10.7,0.0,972.4,12.6,59,468
21/03/2024 11:00:00,3,460.62,0.38,7.03,130.18,2.65,23.24,31.02,12.16,22.3,49,11.1,0.0,971.7,12.9,72,272
21/03/2024 12:00:00,3,480.65,0.37,9.25,125.89,2.83,23.64,32.24,12.79,22.2,49,11.0,0.0,972.7,8.7,60,179
21/03/2024 13:00:00,3,947.95,0.53,41.47,74.39,4.53,31.99,45.8,21.28,21.4,52,11.1,0.0,972.5,7.0,55,87
21/03/2024 14:00:00,4,1695.63,1.54,82.94,16.09,7.21,50.68,74.85,34.96,20.3,58,11.8,0.0,972.8,4.2,70,4
21/03/2024 15:00:00,4,2349.85,13.63,90.48,0.37,9.42,74.99,110.27,46.61,19.4,64,12.5,0.0,973.2,3.4,72,0
21/03/2024 16:00:00,5,2857.21,26.38,89.11,0.0,10.73,98.61,143.04,56.24,18.6,71,13.2,0.2,973.6,4.3,42,0
21/03/2024 17:00:00,5,3177.64,34.87,87.05,0.0,11.09,118.11,170.25,63.33,17.8,77,13.7,0.3,974.1,3.1,36,0
21/03/2024 18:00:00,5,3284.45,37.55,84.31,0.0,10.61,128.3,183.87,67.89,17.3,85,14.7,0.2,973.8,4.0,5,0
21/03/2024 19:00:00,5,3124.24,33.08,80.88,0.0,9.3,123.18,174.67,69.92,17.0,85,14.5,0.4,973.4,3.5,24,0
21/03/2024 20:00:00,5,2883.91,25.48,78.14,0.01,8.82,114.57,159.37,73.97,16.7,87,14.6,0.4,973.3,3.1,45,0
21/03/2024 21:00:00,5,2616.88,15.87,76.77,0.08,8.94,106.41,144.63,80.05,16.4,88,14.4,0.0,973.0,1.9,68,0
21/03/2024 22:00:00,5,2296.45,5.92,74.03,0.96,8.94,94.79,125.83,85.12,16.3,90,14.6,0.0,972.8,1.5,104,0
21/03/2024 23:00:00,5,2002.72,1.37,67.17,3.98,8.82,87.76,114.63,87.14,16.2,90,14.6,0.0,972.4,1.0,135,0
22/03/2024 00:00:00,5,1869.2,0.58,61.69,7.15,8.82,87.47,112.68,87.14,16.2,86,13.8,0.0,972.5,0.4,360,0
22/03/2024 01:00:00,5,1895.9,1.38,59.63,4.92,8.94,92.96,118.99,81.06,16.2,86,13.8,0.0,972.7,1.6,297,0
22/03/2024 02:00:00,5,2243.04,11.29,59.63,0.95,8.82,105.2,135.09,61.81,16.3,85,13.8,0.0,973.1,1.4,270,16
22/03/2024 03:00:00,5,2830.51,36.66,56.89,6.08,9.18,117.98,151.92,53.7,16.9,82,13.8,0.0,973.9,1.4,180,133
22/03/2024 04:00:00,5,2483.37,29.5,56.89,25.39,10.13,98.24,125.02,42.56,18.4,71,13.0,0.0,974.8,0.8,63,326
22/03/2024 05:00:00,5,2323.15,21.9,56.89,54.36,12.16,99.54,124.61,35.97,19.6,64,12.6,0.0,974.7,3.6,53,481
22/03/2024 06:00:00,5,2002.72,11.29,49.35,111.58,14.78,106.66,128.72,29.39,21.8,54,12.1,0.0,974.7,5.5,58,590
22/03/2024 07:00:00,4,634.19,1.24,8.05,148.77,4.53,33.51,40.68,9.75,23.3,48,11.7,0.0,973.8,5.5,67,760
22/03/2024 08:00:00,4,507.35,0.49,3.77,151.63,3.01,25.93,32.13,8.11,24.0,45,11.3,0.0,972.9,6.6,77,633
22/03/2024 09:00:00,4,494.0,0.41,3.56,153.06,2.83,25.76,32.08,7.98,24.9,43,11.5,0.0,971.8,7.7,79,724
22/03/2024 10:00:00,4,494.0,0.4,3.9,153.06,2.77,24.36,30.6,7.73,25.4,41,11.2,0.0,970.9,9.0,74,707
22/03/2024 11:00:00,4,500.68,0.41,4.71,151.63,2.77,23.29,29.47,7.85,25.4,41,11.2,0.0,970.2,10.2,80,522
22/03/2024 12:00:00,4,520.71,0.36,6.43,150.2,2.8,22.76,28.94,8.23,25.8,38,10.4,0.0,969.7,7.3,70,341
22/03/2024 13:00:00,3,988.01,0.63,35.99,103.0,4.65,32.94,44.09,17.73,24.7,42,10.9,0.0,970.1,7.9,66,132
22/03/2024 14:00:00,4,1762.39,0.07,78.14,42.2,7.57,57.94,80.65,33.94,23.0,48,11.4,0.0,970.5,5.2,56,7
22/03/2024 15:00:00,5,2483.37,2.51,105.56,8.58,9.89,88.47,123.81,48.64,22.0,53,12.0,0.0,971.4,2.5,45,0
22/03/2024 16:00:00,5,3044.13,11.73,111.04,0.3,11.92,116.37,162.3,64.85,21.5,55,12.1,0.0,971.6,3.0,284,0
22/03/2024 17:00:00,5,3524.78,22.13,111.04,0.01,13.95,142.13,196.82,80.05,19.3,63,12.1,0.0,971.6,5.2,245,0
22/03/2024 18:00:00,5,3952.03,31.29,112.41,0.0,15.97,160.36,217.44,93.22,18.4,71,13.1,0.0,971.9,5.3,242,0
22/03/2024 19:00:00,5,4058.84,30.4,116.53,0.0,16.69,161.96,211.32,100.31,18.0,73,13.1,0.0,971.7,5.3,242,0
22/03/2024 20:00:00,5,3845.21,21.9,116.53,0.01,15.26,155.65,197.3,103.35,17.5,74,12.9,0.0,971.9,5.3,242,0
22/03/2024 21:00:00,5,3524.78,13.75,109.67,0.06,13.23,150.09,188.13,105.38,17.1,74,12.5,0.0,971.6,4.7,238,0
22/03/2024 22:00:00,5,3097.53,7.38,100.08,0.37,11.32,140.65,176.1,106.39,16.8,75,12.3,0.0,971.3,4.3,246,0
22/03/2024 23:00:00,5,2643.59,2.57,87.74,1.88,10.13,129.58,163.0,111.46,16.5,76,12.2,0.0,971.2,4.5,241,0
23/03/2024 00:00:00,5,2243.04,0.82,74.71,5.05,9.66,120.13,151.89,118.55,15.7,79,12.1,0.0,971.0,4.4,235,0
23/03/2024 01:00:00,5,2029.42,1.15,65.8,4.65,9.18,113.09,144.67,118.55,15.5,79,11.9,0.0,971.7,4.6,231,0
23/03/2024 02:00:00,5,2082.82,7.82,58.95,1.77,8.58,108.72,141.52,102.34,15.6,79,12.0,0.0,972.0,4.1,232,34
23/03/2024 03:00:00,5,2376.56,26.38,51.41,9.66,8.11,104.62,137.05,80.05,17.8,73,12.9,0.0,972.8,2.0,225,182
23/03/2024 04:00:00,5,2403.26,27.94,52.09,26.46,7.63,98.93,127.22,58.26,20.2,61,12.4,0.0,973.1,2.7,67,294
23/03/2024 05:00:00,5,2483.37,21.23,58.26,58.65,7.99,105.12,132.31,46.61,22.1,55,12.6,0.0,973.3,4.7,58,530
23/03/2024 06:00:00,5,2429.96,11.62,55.52,123.02,8.7,117.66,143.33,37.49,23.6,50,12.6,0.0,973.0,5.6,50,747
23/03/2024 07:00:00,4,714.3,0.92,6.68,164.51,3.1,25.43,33.4,9.12,25.3,44,12.2,0.0,972.2,6.6,45,778
23/03/2024 08:00:00,4,520.71,0.4,3.08,163.08,1.97,15.93,21.38,6.02,26.5,39,11.5,0.0,971.3,5.0,60,798
23/03/2024 09:00:00,4,480.65,0.35,2.87,161.65,1.83,14.94,19.92,5.89,27.5,35,10.7,0.0,970.1,4.7,58,785
23/03/2024 10:00:00,4,473.98,0.27,3.43,158.79,1.89,14.89,19.73,6.46,27.9,34,10.6,0.0,969.3,3.6,53,656
23/03/2024 11:00:00,4,480.65,0.19,4.58,155.93,2.12,16.26,21.24,7.73,27.7,33,10.0,0.0,968.7,3.3,84,405
23/03/2024 12:00:00,4,500.68,0.12,6.17,153.06,2.29,18.18,23.42,9.12,27.2,36,10.8,0.0,969.2,4.7,86,254
23/03/2024 13:00:00,3,741.0,0.04,21.59,124.45,3.4,24.94,33.0,16.21,26.3,40,11.6,0.0,969.1,4.0,80,98
23/03/2024 14:00:00,3,1121.52,0.0,41.47,84.4,5.25,36.06,48.85,25.33,24.8,50,13.7,0.0,969.4,0.8,27,6
23/03/2024 15:00:00,3,1468.66,0.0,55.52,61.51,7.33,46.07,61.56,31.66,23.8,50,12.8,0.0,969.9,4.3,246,0
23/03/2024 16:00:00,4,1628.88,0.0,56.89,53.64,8.11,52.43,67.05,34.96,22.4,57,13.5,0.0,970.1,6.8,245,0
23/03/2024 17:00:00,4,1708.98,0.0,55.52,45.06,7.21,58.91,73.36,36.98,22.2,57,13.3,0.0,970.7,7.7,233,0
23/03/2024 18:00:00,4,1735.69,0.0,54.84,36.84,5.9,62.68,76.54,38.0,21.0,66,14.4,0.3,971.5,2.6,236,0
23/03/2024 19:00:00,4,1615.52,0.01,49.35,32.54,4.53,60.57,73.77,38.5,20.2,70,14.6,0.0,971.3,5.0,249,0
23/03/2024 20:00:00,4,1441.96,0.0,41.13,30.04,3.64,57.23,70.64,38.0,19.7,73,14.7,0.0,971.5,6.9,242,0
23/03/2024 21:00:00,4,1321.79,0.0,34.27,27.89,3.19,56.95,71.24,37.49,19.9,68,13.8,0.0,971.0,8.5,282,0
23/03/2024 22:00:00,4,1268.39,0.01,32.9,27.18,3.81,58.34,73.69,51.68,19.4,66,12.9,0.0,971.2,6.5,267,0
23/03/2024 23:00:00,4,1241.68,0.01,34.62,27.18,4.83,59.08,75.46,72.96,18.7,66,12.3,0.0,970.9,5.4,262,0
24/03/2024 00:00:00,4,1228.33,0.01,36.67,26.11,5.66,58.7,75.94,89.17,18.7,62,11.3,0.0,971.5,6.1,270,0
24/03/2024 01:00:00,4,1268.39,0.06,41.81,21.1,6.68,59.45,78.5,102.34,18.2,63,11.1,0.0,971.5,5.8,263,0
24/03/2024 02:00:00,4,1535.42,2.71,54.15,9.03,8.58,64.21,86.96,109.43,18.1,61,10.5,0.0,972.1,5.0,249,35
24/03/2024 03:00:00,4,1976.01,20.12,54.84,15.56,10.25,70.06,95.17,101.33,20.1,57,11.3,0.0,972.8,4.2,250,208
24/03/2024 04:00:00,4,2189.64,26.38,50.72,30.04,8.11,71.15,94.99,61.3,23.1,42,9.5,0.0,973.5,5.0,300,427
24/03/2024 05:00:00,4,2269.74,21.23,52.78,55.79,7.21,72.99,95.9,42.05,25.3,32,7.5,0.0,973.8,9.4,310,623
24/03/2024 06:00:00,4,2109.53,10.62,46.61,115.87,6.68,69.99,90.19,29.39,27.5,27,6.9,0.0,974.1,11.8,329,775
24/03/2024 07:00:00,4,647.54,0.79,5.4,153.06,1.97,13.52,18.64,7.92,28.8,24,6.2,0.0,974.0,12.0,339,863
24/03/2024 08:00:00,4,447.27,0.38,2.57,144.48,1.25,8.87,12.06,5.45,29.7,20,4.4,0.0,973.5,10.3,348,885
24/03/2024 09:00:00,4,407.22,0.38,2.57,140.19,1.18,8.03,11.12,5.19,30.2,18,3.3,0.0,972.5,9.2,349,838
24/03/2024 10:00:00,3,387.19,0.4,2.87,138.76,1.22,7.98,11.23,5.26,30.4,17,2.6,0.0,972.4,7.2,354,724
24/03/2024 11:00:00,3,387.19,0.41,3.51,137.33,1.37,8.73,12.21,5.95,30.3,17,2.5,0.0,971.7,5.1,4,557
24/03/2024 12:00:00,3,397.21,0.37,4.76,137.33,1.52,9.95,13.71,7.03,30.3,17,2.6,0.0,972.1,6.1,357,354
24/03/2024 13:00:00,2,767.71,0.77,28.45,95.84,3.22,18.6,26.71,17.99,29.2,21,4.7,0.0,972.2,2.9,7,142
24/03/2024 14:00:00,3,1361.85,0.04,59.63,46.49,6.14,35.74,52.84,36.98,27.7,27,7.0,0.0,972.7,0.5,225,8
24/03/2024 15:00:00,4,1922.61,0.68,87.05,14.84,9.66,56.32,82.42,59.78,25.0,30,6.2,0.0,973.1,6.6,241,0
24/03/2024 16:00:00,5,2323.15,3.63,100.08,2.5,13.23,75.27,107.67,86.13,22.4,42,8.9,0.0,972.7,7.6,245,0
24/03/2024 17:00:00,5,2590.18,6.37,105.56,0.77,15.97,91.91,128.6,108.42,22.1,44,9.3,0.0,973.2,7.4,247,0
24/03/2024 18:00:00,5,2803.8,8.16,111.04,0.4,17.4,103.04,140.48,122.61,21.6,42,8.1,0.0,973.5,7.9,246,0
24/03/2024 19:00:00,5,2696.99,5.31,113.79,1.06,15.97,95.48,127.56,128.69,20.9,40,6.8,0.0,974.0,7.1,246,0
24/03/2024 20:00:00,5,2403.26,2.18,108.3,2.82,14.54,83.03,112.55,137.81,20.0,40,6.0,0.0,973.7,5.8,248,0
24/03/2024 21:00:00,5,2243.04,0.75,100.08,5.5,14.07,78.33,108.58,147.94,18.9,42,5.7,0.0,973.5,4.8,243,0
24/03/2024 22:00:00,4,2056.12,0.24,89.11,10.1,12.76,72.83,103.8,149.97,18.1,43,5.3,0.0,973.3,4.7,247,0
24/03/2024 23:00:00,4,1762.39,0.04,70.6,18.06,10.85,62.95,92.94,143.89,17.5,44,5.1,0.0,973.5,4.5,241,0
25/03/2024 00:00:00,4,1522.06,0.01,55.52,25.03,9.66,55.47,84.41,137.81,16.5,46,4.9,0.0,974.5,5.1,231,0
25/03/2024 01:00:00,4,1508.71,0.05,52.78,23.25,9.78,54.87,84.33,135.78,15.9,47,4.6,0.0,975.0,5.1,225,0
25/03/2024 02:00:00,4,1842.5,4.47,63.06,8.23,11.8,64.03,97.8,133.75,15.6,51,5.5,0.0,975.4,4.8,228,40
25/03/2024 03:00:00,5,2536.77,29.5,61.69,13.59,13.59,77.5,114.47,117.54,18.4,51,8.1,0.0,975.8,2.8,220,222
25/03/2024 04:00:00,5,2937.32,39.79,61.69,25.03,12.52,86.36,121.76,74.98,22.9,33,5.8,0.0,976.6,2.7,67,438
25/03/2024 05:00:00,5,3204.35,33.08,73.34,49.35,12.28,100.65,135.99,54.21,25.1,29,5.9,0.0,977.0,5.3,62,632
25/03/2024 06:00:00,5,3177.64,16.76,73.34,114.44,11.68,115.88,149.71,41.54,27.6,25,5.8,0.0,976.5,6.4,52,775
25/03/2024 07:00:00,4,821.11,1.2,8.4,155.93,3.31,18.86,30.63,8.74,29.3,25,7.3,0.0,975.9,6.1,45,867
25/03/2024 08:00:00,4,527.38,0.5,3.64,153.06,1.88,11.41,20.13,4.94,30.6,23,7.1,0.0,975.2,5.4,42,888
25/03/2024 09:00:00,4,473.98,0.46,3.34,150.2,1.65,9.49,17.38,4.37,31.5,21,6.5,0.0,973.8,4.3,42,844
25/03/2024 10:00:00,4,453.95,0.45,3.51,147.34,1.62,8.72,16.05,4.5,31.8,19,5.4,0.0,973.1,4.7,58,733
25/03/2024 11:00:00,4,447.27,0.46,4.16,147.34,1.74,9.03,16.11,5.13,31.7,19,5.2,0.0,972.0,6.0,73,565
25/03/2024 12:00:00,4,453.95,0.42,5.57,145.91,1.94,9.84,16.89,6.02,31.8,20,6.1,0.0,971.7,6.1,90,361
25/03/2024 13:00:00,3,961.3,1.02,38.73,111.58,4.83,22.68,35.66,21.79,30.5,22,6.4,0.0,971.5,4.1,105,144
25/03/2024 14:00:00,4,1789.09,0.08,87.05,59.37,10.01,52.02,77.41,50.16,28.8,27,7.9,0.0,971.6,3.7,209,9
25/03/2024 15:00:00,5,2563.48,0.71,126.12,17.88,15.74,84.09,121.32,80.05,25.0,34,8.0,0.0,971.7,6.6,241,0
25/03/2024 16:00:00,5,3070.83,5.64,137.09,1.52,20.27,106.36,151.48,110.45,23.9,37,8.4,0.0,971.9,8.0,243,0
25/03/2024 17:00:00,5,3471.37,10.39,138.46,0.27,24.08,125.44,177.14,139.83,23.4,37,7.9,0.0,972.1,5.2,245,0
25/03/2024 18:00:00,5,3791.81,15.87,143.95,0.05,26.7,141.43,196.01,162.12,22.4,39,7.8,0.0,971.9,4.5,241,0
25/03/2024 19:00:00,5,3791.81,16.09,146.69,0.05,25.99,138.74,188.89,174.28,21.1,44,8.4,0.0,971.7,3.7,241,0
25/03/2024 20:00:00,5,3524.78,12.41,141.2,0.09,23.6,130.14,177.18,178.34,20.3,47,8.6,0.0,971.7,4.3,246,0
25/03/2024 21:00:00,5,3231.05,9.16,130.24,0.15,21.46,124.12,171.6,180.36,19.5,51,9.1,0.0,971.0,4.7,247,0
25/03/2024 22:00:00,5,2857.21,6.82,113.79,0.35,18.6,112.63,159.17,176.31,19.6,52,9.5,0.0,970.6,4.8,243,0
25/03/2024 23:00:00,5,2456.67,3.38,100.08,1.5,16.45,98.39,141.88,174.28,19.3,53,9.5,0.0,970.7,4.1,232,0
26/03/2024 00:00:00,5,2162.93,1.08,87.05,4.92,15.5,89.83,129.89,178.34,19.1,54,9.6,0.0,970.7,4.8,222,0
26/03/2024 01:00:00,5,2109.53,1.17,82.25,5.19,16.21,91.81,131.17,190.5,18.4,57,9.8,0.0,971.1,4.8,222,0
26/03/2024 02:00:00,5,2483.37,12.07,84.31,1.77,18.84,107.51,152.1,200.63,18.3,60,10.4,0.0,971.5,3.8,229,29
26/03/2024 03:00:00,5,3337.86,45.15,82.25,8.85,20.98,133.01,184.18,190.5,19.9,60,11.9,0.0,972.4,2.0,225,136
26/03/2024 04:00:00,5,4219.06,68.84,87.05,12.87,20.03,167.51,226.48,145.91,22.9,48,11.3,0.0,973.1,2.7,67,264
26/03/2024 05:00:00,5,4859.92,65.27,108.3,26.82,19.79,204.49,271.96,116.53,23.9,42,10.2,0.0,973.4,4.1,52,313
26/03/2024 06:00:00,5,5073.55,38.89,135.72,72.96,20.27,242.79,314.62,103.35,25.7,36,9.5,0.0,973.8,3.9,68,475
26/03/2024 07:00:00,4,974.66,2.21,18.68,141.62,5.72,36.48,52.26,28.63,26.7,32,8.6,0.0,973.1,3.1,69,431
26/03/2024 08:00:00,4,574.11,0.59,6.17,147.34,2.56,15.91,25.64,12.29,27.4,30,8.3,0.0,972.7,5.5,67,378
26/03/2024 09:00:00,4,520.71,0.44,5.14,150.2,2.29,15.53,24.77,11.15,28.1,27,7.3,0.0,971.6,6.0,65,431
26/03/2024 10:00:00,4,627.52,0.78,11.48,148.77,3.87,22.05,32.6,15.58,28.9,25,6.9,0.0,971.4,3.9,56,457
26/03/2024 11:00:00,3,821.11,1.03,22.28,134.47,6.14,27.06,38.89,18.24,28.9,25,6.9,0.0,971.2,3.9,56,310
26/03/2024 12:00:00,3,988.01,0.73,32.56,113.01,7.45,26.86,38.1,19.25,27.6,29,8.0,0.0,971.7,4.1,75,79
26/03/2024 13:00:00,2,1001.36,0.09,33.59,98.71,7.09,22.12,31.36,17.73,26.4,36,10.1,0.0,972.3,4.4,55,53
26/03/2024 14:00:00,2,1028.06,0.0,31.19,88.69,6.62,18.24,26.71,16.47,25.4,42,11.6,0.0,973.5,1.8,79,4
26/03/2024 15:00:00,2,934.6,0.0,25.7,87.98,5.84,16.28,24.78,16.97,25.2,42,11.4,0.0,974.2,3.8,17,0
26/03/2024 16:00:00,2,720.98,0.0,18.16,92.98,4.65,13.84,21.76,16.21,23.4,47,11.4,0.0,974.6,5.6,315,0
26/03/2024 17:00:00,2,594.14,0.0,13.19,94.41,3.78,11.92,19.4,15.2,22.7,49,11.4,0.0,975.2,5.7,342,0
26/03/2024 18:00:00,2,534.06,0.0,10.62,97.27,3.01,9.79,16.23,13.3,22.0,58,13.4,0.0,975.2,2.5,270,0
26/03/2024 19:00:00,3,514.03,0.0,9.17,100.14,2.29,7.31,12.0,11.4,21.5,63,14.2,0.3,975.5,2.9,277,0
26/03/2024 20:00:00,3,514.03,0.0,8.14,100.14,2.06,6.27,10.02,11.4,21.3,66,14.7,0.0,975.8,1.3,214,0
26/03/2024 21:00:00,3,500.68,0.0,6.85,100.14,2.0,6.08,9.54,12.16,21.0,66,14.4,0.0,975.9,4.1,45,0
26/03/2024 22:00:00,2,534.06,0.0,7.71,92.98,2.03,7.52,11.99,16.72,19.6,74,14.9,0.0,976.3,4.0,100,0
26/03/2024 23:00:00,2,594.14,0.0,9.85,83.68,2.38,9.98,16.24,23.81,18.9,77,14.8,0.0,976.3,1.6,153,0
27/03/2024 00:00:00,2,680.92,0.0,13.37,75.82,3.22,12.85,20.94,33.44,19.2,73,14.2,0.0,975.9,1.9,292,0
27/03/2024 01:00:00,2,841.14,0.0,21.08,67.23,4.95,17.84,28.5,48.13,18.5,75,14.0,0.0,976.4,3.7,281,0
27/03/2024 02:00:00,3,1321.79,0.17,47.3,43.63,8.34,31.44,48.32,63.33,18.8,75,14.3,0.0,976.6,3.0,256,37
27/03/2024 03:00:00,4,2216.34,13.3,80.88,14.48,12.99,51.91,76.82,79.04,20.3,71,14.9,0.0,977.4,3.0,194,139
27/03/2024 04:00:00,5,3124.24,39.34,94.59,6.17,16.93,75.02,106.45,91.2,21.9,61,14.1,0.0,977.4,3.1,111,311
27/03/2024 05:00:00,5,3524.78,50.96,93.22,8.76,16.93,86.48,118.8,82.08,23.7,53,13.6,0.0,977.6,2.0,135,512
27/03/2024 06:00:00,5,3204.35,38.0,82.94,16.45,12.28,75.39,100.93,52.69,24.1,47,12.1,0.0,977.5,1.1,288,332
27/03/2024 07:00:00,2,1068.12,2.99,27.08,82.97,4.65,17.08,23.31,12.67,23.7,50,12.7,0.1,977.5,2.2,279,315
27/03/2024 08:00:00,3,674.25,1.23,12.85,105.86,3.49,9.52,13.43,8.36,23.5,53,13.4,0.0,977.6,0.4,270,282
27/03/2024 09:00:00,3,560.76,0.82,9.34,114.44,3.22,8.1,11.64,7.6,22.8,57,13.9,0.2,976.9,6.4,74,265
27/03/2024 10:00:00,3,473.98,0.79,6.68,121.59,2.86,7.51,10.83,6.71,23.0,57,14.1,0.0,976.4,9.7,59,302
27/03/2024 11:00:00,3,453.95,0.45,7.71,117.3,2.92,7.6,11.01,6.78,22.7,59,14.3,0.0,976.1,10.3,61,272
27/03/2024 12:00:00,3,487.33,0.25,10.45,110.15,3.28,8.58,12.31,8.23,20.6,70,15.0,0.0,977.0,8.9,69,137
27/03/2024 13:00:00,2,921.25,0.25,37.01,72.96,5.07,18.56,26.87,19.51,20.0,74,15.2,0.0,977.1,6.1,90,43
27/03/2024 14:00:00,3,1575.47,0.25,69.92,27.18,7.45,39.87,57.48,36.48,19.4,78,15.5,0.0,977.2,5.1,135,3
27/03/2024 15:00:00,4,2109.53,3.38,84.31,5.36,9.3,66.34,93.22,49.65,19.1,80,15.6,0.1,977.8,2.5,172,0
27/03/2024 16:00:00,5,2376.56,8.16,81.57,0.91,10.01,88.55,122.64,60.29,19.0,82,15.8,0.0,977.6,2.1,301,0
27/03/2024 17:00:00,5,2643.59,15.2,76.09,0.11,9.89,106.09,146.72,63.33,18.7,85,16.2,0.0,977.4,2.6,286,0
27/03/2024 18:00:00,5,3124.24,27.27,77.46,0.0,9.3,121.66,166.52,59.28,17.8,84,15.1,0.0,978.6,1.5,194,0
27/03/2024 19:00:00,5,3524.78,37.55,80.88,0.0,7.57,127.29,167.53,47.12,17.6,86,15.3,0.0,978.3,3.0,194,0
27/03/2024 20:00:00,5,3631.59,39.34,80.2,0.0,5.84,127.68,160.97,34.96,17.2,89,15.4,0.0,978.2,2.7,203,0
27/03/2024 21:00:00,5,3631.59,36.66,76.09,0.0,4.77,131.81,160.45,27.87,17.0,91,15.5,0.0,977.3,2.0,225,0
27/03/2024 22:00:00,5,3417.97,29.5,74.03,0.0,5.36,130.43,154.23,37.49,16.7,91,15.2,0.0,976.7,3.1,225,0
27/03/2024 23:00:00,5,3097.53,21.23,74.71,0.01,6.91,120.88,141.05,54.21,16.5,90,14.8,0.0,976.1,4.1,232,0
28/03/2024 00:00:00,5,2777.1,14.53,74.03,0.06,7.99,108.89,126.79,64.85,16.5,86,14.1,0.0,976.4,4.1,225,0
28/03/2024 01:00:00,5,2616.88,13.19,73.34,0.06,9.42,102.02,120.71,76.0,16.2,85,13.7,0.0,976.4,4.6,231,0
28/03/2024 02:00:00,5,2670.29,21.68,69.23,1.37,11.56,99.45,121.8,82.08,16.4,84,13.7,0.0,976.5,4.5,241,35
